no,time,city,brand,production_year,color,km,body_condition,engine_condition,chassis_condition,insurance_time_to_expire,gearbox,fuel_type,price
1118,3/27/2022,Tehran,PEUGEOT PARS LX TU5,1397,سفید,80000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,275000000
1119,3/19/2022,Tehran,PEUGEOT ROA HYBRID,1387,نوک مدادی,220000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,hybrid,66000000
1120,3/12/2022,Tehran,PEUGEOT 206 Type 2,1385,طلایی,250000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,110000000
1121,3/19/2022,Tehran,PEUGEOT PARS LX TU5,1400,سفید,13000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,327000000
1122,3/12/2022,Tehran,PEUGEOT PARS SAL,1394,خاکستری,136000,خط و خش جزیی,سالم,سالم و پلمپ,7,دنده ای,gasoline,208000000
1123,3/12/2022,Tehran,PEUGEOT 405 GLX CNG,1395,خاکستری,180000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,CNG,195000000
1124,3/5/2022,Tehran,PEUGEOT 206 Type 5,1398,سفید,7400,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,300000000
1125,3/5/2022,Tehran,PEUGEOT 206 Type 2,1399,آبی,27000,سالم و بی خط و خش,سالم,سالم و پلمپ,2,دنده ای,gasoline,237000000
1126,3/19/2022,Tehran,PEUGEOT 206 Type 5,1398,سفید,38000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,265000000
1127,3/19/2022,Tehran,PEUGEOT 206 Type 2,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,264500000
1128,3/5/2022,Tehran,PEUGEOT PARS SAL,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,279000000
1129,3/12/2022,Tehran,PEUGEOT 2008,1397,سفید,12000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,اتوماتیک,gasoline,958000000
1130,3/28/2022,Tehran,PEUGEOT PARS LX TU5,1398,سفید,23000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,315000000
1131,3/5/2022,Tehran,PEUGEOT 405 GLX GAS,1394,نقره ای,140000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,2,دنده ای,gasoline,185000000
1132,3/12/2022,Tehran,PEUGEOT 206 Type 2,1395,خاکستری,109300,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,205000000
1133,3/12/2022,Tehran,PEUGEOT 207i SD AUTOMATIC,1398,سفید,39000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,اتوماتیک,gasoline,406000000
1134,3/12/2022,Tehran,PEUGEOT 206 Type 3,1385,نقره ای,0,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,12,دنده ای,gasoline,125000000
1135,3/29/2022,Tehran,PEUGEOT PARS SAL,1399,سفید,25000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,270000000
1136,3/5/2022,Tehran,PEUGEOT 206 Type 2,1397,سفید,66000,خط و خش جزیی,سالم,سالم و پلمپ,4,دنده ای,gasoline,212000000
1137,3/29/2022,Tehran,PEUGEOT 405 GLX CNG,1384,نوک مدادی,341784,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,12,دنده ای,CNG,82000000
1138,3/12/2022,Tehran,PEUGEOT PARS SADE,1389,سفید,100000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,gasoline,170000000
1139,3/19/2022,Tehran,PEUGEOT 206 SD V20,1387,سفید,112000,سالم و بی خط و خش,سالم,سالم و پلمپ,2,دنده ای,gasoline,155000000
1140,3/5/2022,Tehran,PEUGEOT 206 Type 2,1396,سفید صدفی,40000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,4,دنده ای,gasoline,210000000
1141,3/30/2022,Tehran,PEUGEOT 206 SD V8,1395,سفید,81000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,245000000
1142,3/5/2022,Tehran,PEUGEOT 207i PANAROMA MANUAL,1400,خاکستری,1600,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,370000000
1143,3/12/2022,Tehran,PEUGEOT 206 SD V8,1396,خاکستری,95000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,248000000
1144,3/12/2022,Tehran,PEUGEOT 206 Type 5,1396,سفید,105000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,240000000
1145,3/5/2022,Tehran,PEUGEOT 405 GLX CNG,1390,نقره ای,224188,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,CNG,140000000
1146,3/19/2022,Tehran,PEUGEOT 206 Type 2,1400,مشکی,5800,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,265000000
1147,3/12/2022,Tehran,PEUGEOT 405 GLX CNG,1398,نقره ای,43000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,7,دنده ای,CNG,235000000
1148,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1382,خاکستری,420000,تمام رنگ,سالم,ضربه خورده,5,دنده ای,gasoline,65000000
1149,3/12/2022,Tehran,PEUGEOT 206 Type 5,1394,سفید,80000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,218500000
1150,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1397,خاکستری,106,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,gasoline,192000000
1151,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1396,خاکستری,200000,رنگ شدگی در ۲ ناحیه,سالم,ضربه خورده,1,دنده ای,gasoline,165000000
1152,3/27/2022,Tehran,PEUGEOT 206 Type 5,1399,سفید,26000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,6,دنده ای,gasoline,275000000
1153,3/12/2022,Tehran,PEUGEOT PARS SADE,1388,خاکستری,27000,دوررنگ,سالم,سالم و پلمپ,5,دنده ای,gasoline,150000000
1154,3/26/2022,Tehran,PEUGEOT 405 GLX GAS,1395,خاکستری,90000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,183000000
1155,3/27/2022,Tehran,PEUGEOT 206 Type 5,1393,گیلاسی,180000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,220000000
1156,3/26/2022,Tehran,PEUGEOT RD CNG,1385,نوک مدادی,400000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,CNG,50000000
1157,3/19/2022,Tehran,PEUGEOT PARS LX TU5,1398,سفید,42000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,295000000
1158,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1389,نقره ای,380,دوررنگ,سالم,سالم و پلمپ,1,دنده ای,gasoline,100000000
1159,3/30/2022,Tehran,PEUGEOT PARS LX TU5,1399,سفید,23000,سالم و بی خط و خش,سالم,سالم و پلمپ,2,دنده ای,gasoline,320000000
1160,3/26/2022,Tehran,PEUGEOT 405 GLX CNG,1390,سبز,384000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,12,دنده ای,CNG,115000000
1161,3/12/2022,Tehran,PEUGEOT 206 Type 2,1397,سفید,81000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,223000000
1162,3/5/2022,Tehran,PEUGEOT 206 Type 2,1394,سفید,31000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,220000000
1163,3/26/2022,Tehran,PEUGEOT RD GAS,1381,عدسی,123456,خط و خش جزیی,سالم,سالم و پلمپ,1,دنده ای,gasoline,25000000
1164,3/5/2022,Tehran,PEUGEOT PARS SAL,1392,مشکی,160000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,7,دنده ای,gasoline,170000000
1165,3/12/2022,Tehran,PEUGEOT 405 GLi GAS,1398,خاکستری,66000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,218000000
1166,3/12/2022,Tehran,PEUGEOT 405 GLX CNG,1389,نقره ای,240000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,CNG,135000000
1167,3/5/2022,Tehran,PEUGEOT 206 Type 2,1400,سفید,400,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,270000000
1168,3/30/2022,Tehran,PEUGEOT 405 GLX GAS,1386,زرد,230000,سالم و بی خط و خش,نیاز به تعمیر,سالم و پلمپ,12,دنده ای,gasoline,115000000
1169,3/12/2022,Tehran,PEUGEOT 207i SD AUTOMATIC,1398,مشکی,0,سالم و بی خط و خش,سالم,سالم و پلمپ,10,اتوماتیک,gasoline,490000000
1170,3/5/2022,Tehran,PEUGEOT 206 Type 2,1400,سفید,105,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,267000000
1171,3/5/2022,Tehran,PEUGEOT 405 SLX GAS,1390,نقره ای,200,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,11,دنده ای,gasoline,150000000
1172,3/5/2022,Tehran,PEUGEOT 405 GLX CNG,1393,خاکستری,135000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,CNG,182000000
1173,4/2/2022,Tehran,PEUGEOT PARS LX TU5,1400,سفید,4000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,330000000
1174,3/19/2022,Tehran,PEUGEOT 207i MANUAL,1399,سفید,12000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,338000000
1175,3/19/2022,Tehran,PEUGEOT PARS LX TU5,1397,سفید,130,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,273000000
1176,3/12/2022,Tehran,PEUGEOT 206 SD V8,1395,مشکی,100000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,245000000
1177,3/12/2022,Tehran,PEUGEOT 206 Type 2,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,265000000
1178,3/26/2022,Tehran,PEUGEOT PARS LX TU5,1394,سفید,118000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,gasoline,240000000
1179,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1399,نقره ای,20000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,250000000
1180,3/12/2022,Tehran,PEUGEOT 207i AUTOMATIC,1396,سفید,70000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,10,اتوماتیک,gasoline,316000000
1181,3/19/2022,Tehran,PEUGEOT 206 Type 5,1394,خاکستری,124000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,12,دنده ای,gasoline,200000000
1182,3/26/2022,Tehran,PEUGEOT 405 GL GAS,1396,نوک مدادی,270000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,8,دنده ای,gasoline,155000000
1183,3/12/2022,Tehran,PEUGEOT PARS SAL,1398,سفید صدفی,28000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,260000000
1184,3/19/2022,Tehran,PEUGEOT 206 Type 2,1398,سفید,42000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,238000000
1185,3/26/2022,Tehran,PEUGEOT 206 Type 2,1385,مشکی,400000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,98000000
1186,3/26/2022,Tehran,PEUGEOT PARS SADE,1393,مشکی,112000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,gasoline,200000000
1187,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1398,خاکستری,63000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,215000000
1188,3/30/2022,Tehran,PEUGEOT 206 SD V8,1393,خاکستری,139000,خط و خش جزیی,سالم,سالم و پلمپ,8,دنده ای,gasoline,214000000
1189,3/5/2022,Tehran,PEUGEOT PARS LX TU5,1399,سفید,29000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,310000000
1190,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1384,بژ,205000,خط و خش جزیی,سالم,سالم و پلمپ,6,دنده ای,gasoline,90000000
1191,3/5/2022,Tehran,PEUGEOT 206 Type 2,1400,سفید,8000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,263000000
1192,3/26/2022,Tehran,PEUGEOT PARS SADE,1386,خاکستری,240000,خط و خش جزیی,سالم,سالم و پلمپ,11,دنده ای,gasoline,130000000
1193,3/12/2022,Tehran,PEUGEOT 206 Type 2,1389,خاکستری,240,دوررنگ,سالم,سالم و پلمپ,10,دنده ای,gasoline,122000000
1194,3/5/2022,Tehran,PEUGEOT 405 GLX GAS,1397,خاکستری,70000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,220000000
1195,3/19/2022,Tehran,PEUGEOT 206 Type 2,1383,نوک مدادی,333,دوررنگ,سالم,سالم و پلمپ,9,دنده ای,gasoline,105000000
1196,3/30/2022,Tehran,PEUGEOT 405 GLX CNG,1395,نقره ای,200000,خط و خش جزیی,سالم,سالم و پلمپ,6,دنده ای,CNG,175000000
1197,3/12/2022,Tehran,PEUGEOT 206 Type 2,1399,سفید,14000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,245000000
1198,3/12/2022,Tehran,PEUGEOT ROA HYBRID,1387,نوک مدادی,425000,خط و خش جزیی,سالم,سالم و پلمپ,4,دنده ای,hybrid,72000000
1199,3/19/2022,Tehran,PEUGEOT 206 SD V8,1399,سفید,40000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,292000000
1200,3/12/2022,Tehran,PEUGEOT 206 Type 5,1396,سفید,70000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,7,دنده ای,gasoline,250000000
1201,3/12/2022,Tehran,PEUGEOT 206 Type 5,1399,سفید,9500,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,307000000
1202,3/19/2022,Tehran,PEUGEOT 206 SD V8,1390,دلفینی,161000,خط و خش جزیی,سالم,سالم و پلمپ,7,دنده ای,gasoline,192000000
1203,3/5/2022,Tehran,PEUGEOT 206 Type 5,1399,سفید,52000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,295000000
1204,4/2/2022,Tehran,PEUGEOT PARS SAL,1397,سفید,57000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,248500000
1205,3/12/2022,Tehran,PEUGEOT 206 SD V8,1395,سفید,182000,دوررنگ,سالم,سالم و پلمپ,5,دنده ای,gasoline,195000000
1206,3/12/2022,Tehran,PEUGEOT 206 Type 5,1396,سفید,80000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,230000000
1207,3/5/2022,Tehran,PEUGEOT PARS LX TU5,1400,سفید,3000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,327000000
1208,3/5/2022,Tehran,PEUGEOT 405 GLX GAS,1394,دلفینی,166000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,170000000
1209,3/30/2022,Tehran,PEUGEOT PARS SAL,1398,سفید,30000,خط و خش جزیی,سالم,سالم و پلمپ,6,دنده ای,gasoline,249000000
1210,3/26/2022,Tehran,PEUGEOT 206 Type 1,1381,مشکی,0,اوراقی,نیاز به تعمیر,سالم و پلمپ,4,دنده ای,gasoline,11000000
1211,3/26/2022,Tehran,PEUGEOT RD GAS,1379,طوسی,300000,خط و خش جزیی,نیاز به تعمیر,سالم و پلمپ,1,دنده ای,gasoline,20000000
1212,3/19/2022,Tehran,PEUGEOT 405 GLX CNG,1389,نقره ای,220000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,CNG,118000000
1213,3/21/2022,Tehran,PEUGEOT PARS SAL,1396,سفید,100000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,215000000
1214,3/12/2022,Tehran,PEUGEOT 206 Type 2,1399,سفید,17000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,252000000
1215,3/19/2022,Tehran,PEUGEOT 405 GLX GAS,1395,خاکستری,72000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,12,دنده ای,gasoline,170000000
1216,3/30/2022,Tehran,PEUGEOT 405 GLX GAS,1393,نقره ای,170000,دوررنگ,سالم,سالم و پلمپ,6,دنده ای,gasoline,145500000
1217,3/30/2022,Tehran,PEUGEOT 206 SD V8,1391,سفید,212000,خط و خش جزیی,سالم,سالم و پلمپ,6,دنده ای,gasoline,190000000
1218,3/19/2022,Tehran,PEUGEOT 206 SD V8,1394,مشکی,65000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,gasoline,235000000
1219,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1396,خاکستری,98000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,187000000
1220,3/30/2022,Tehran,PEUGEOT 206 SD V8,1399,سفید,15000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,305000000
1221,3/27/2022,Tehran,PEUGEOT ROA GAS,1387,نوک مدادی,170000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,gasoline,75000000
1222,3/19/2022,Tehran,PEUGEOT 206 Type 2,1397,سفید,43500,سالم و بی خط و خش,سالم,سالم و پلمپ,1,دنده ای,gasoline,230000000
1223,3/26/2022,Tehran,PEUGEOT PARS AUTOMATIC TU5,1388,خاکستری,240000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,11,اتوماتیک,gasoline,188000000
1224,3/29/2022,Tehran,PEUGEOT 206 SD V8,1396,سفید,110000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,255000000
1225,3/28/2022,Tehran,PEUGEOT 2008,1398,قرمز,12000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,اتوماتیک,gasoline,960000000
1226,3/12/2022,Tehran,PEUGEOT 206 SD V8,1399,سفید,1148,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,305000000
1227,3/19/2022,Tehran,PEUGEOT 405 GLX CNG,1395,زرد,280000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,6,دنده ای,CNG,138000000
1228,3/19/2022,Tehran,PEUGEOT PARS AUTOMATIC TU5,1399,سفید,20000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,اتوماتیک,gasoline,375000000
1229,3/12/2022,Tehran,PEUGEOT 206 SD V8,1396,سفید,139000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,4,دنده ای,gasoline,235000000
1230,3/12/2022,Tehran,PEUGEOT 206 Type 5,1393,خاکستری,160000,خط و خش جزیی,سالم,سالم و پلمپ,7,دنده ای,gasoline,200000000
1231,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1393,خاکستری,128000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,11,دنده ای,gasoline,162000000
1232,3/29/2022,Tehran,PEUGEOT 206 Type 2,1396,خاکستری,140000,رنگ شدگی در ۳ ناحیه,سالم,سالم و پلمپ,2,دنده ای,gasoline,190000000
1233,3/12/2022,Tehran,PEUGEOT 207i PANAROMA MANUAL,1400,مشکی,5000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,366000000
1234,3/12/2022,Tehran,PEUGEOT 206 Type 2,1400,سفید,2500,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,266000000
1235,3/5/2022,Tehran,PEUGEOT 207i PANAROMA MANUAL,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,370000000
1236,4/2/2022,Tehran,PEUGEOT 405 GLX GAS,1395,نوک مدادی,160000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,185000000
1237,3/5/2022,Tehran,PEUGEOT 206 SD V8,1391,سفید,179000,دوررنگ,سالم,سالم و پلمپ,12,دنده ای,gasoline,175000000
1238,3/12/2022,Tehran,PEUGEOT 405 SLX GAS,1398,سفید,63000,خط و خش جزیی,سالم,سالم و پلمپ,9,دنده ای,gasoline,265000000
1239,3/5/2022,Tehran,PEUGEOT 206 Type 5,1398,سفید,51000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,280000000
1240,3/12/2022,Tehran,PEUGEOT 405 GL GAS,1385,نقره ای,423000,دوررنگ,سالم,سالم و پلمپ,4,دنده ای,gasoline,92000000
1241,3/19/2022,Tehran,PEUGEOT RD GAS,1380,سفید,290000,خط و خش جزیی,سالم,سالم و پلمپ,4,دنده ای,gasoline,40000000
1242,3/19/2022,Tehran,PEUGEOT 405 GLX GAS,1398,خاکستری,35000,خط و خش جزیی,سالم,سالم و پلمپ,7,دنده ای,gasoline,195000000
